ds,base,quote,region,rate,source,rate_type,side
2017-01-22,USD,YER,SANA,265.93,goldvision_synthetic,sell,both
2017-01-22,USD,YER,SANA,268.6,goldvision_synthetic,buy,both
2017-01-22,USD,YER,SANA,267.26,goldvision_synthetic,mid,both
2017-01-22,USD,YER,ADEN,259.77,goldvision_synthetic,buy,both
2017-01-23,USD,YER,TAIZ,270.18,goldvision_synthetic,buy,both
2017-01-23,USD,YER,HODEIDAH,272.67,goldvision_synthetic,sell,both
2017-01-23,USD,YER,HODEIDAH,275.41,goldvision_synthetic,buy,both
2017-01-23,USD,YER,HODEIDAH,274.04,goldvision_synthetic,mid,both
2017-01-23,USD,YER,TAIZ,267.49,goldvision_synthetic,sell,both
2017-01-23,USD,YER,TAIZ,268.84,goldvision_synthetic,mid,both
2017-01-23,USD,YER,SANA,278.18,goldvision_synthetic,buy,both
2017-01-23,USD,YER,ADEN,278.32,goldvision_synthetic,buy,both
2017-01-23,USD,YER,ADEN,276.94,goldvision_synthetic,mid,both
2017-01-23,USD,YER,SANA,275.41,goldvision_synthetic,sell,both
2017-01-23,USD,YER,ADEN,275.55,goldvision_synthetic,sell,both
2017-01-23,USD,YER,SANA,276.8,goldvision_synthetic,mid,both
2017-01-24,USD,YER,HODEIDAH,275.59,goldvision_synthetic,buy,both
2017-01-24,USD,YER,HODEIDAH,274.22,goldvision_synthetic,mid,both
2017-01-24,USD,YER,TAIZ,274.41,goldvision_synthetic,sell,both
2017-01-24,USD,YER,TAIZ,277.17,goldvision_synthetic,buy,both
2017-01-24,USD,YER,TAIZ,275.79,goldvision_synthetic,mid,both
2017-01-24,USD,YER,HODEIDAH,272.85,goldvision_synthetic,sell,both
2017-01-24,USD,YER,ADEN,276.07,goldvision_synthetic,buy,both
2017-01-24,USD,YER,ADEN,274.69,goldvision_synthetic,mid,both
2017-01-24,USD,YER,SANA,268.19,goldvision_synthetic,sell,both
2017-01-24,USD,YER,SANA,270.88,goldvision_synthetic,buy,both
2017-01-24,USD,YER,SANA,269.54,goldvision_synthetic,mid,both
2017-01-24,USD,YER,ADEN,273.32,goldvision_synthetic,sell,both
2017-01-25,USD,YER,HODEIDAH,271.36,goldvision_synthetic,sell,both
2017-01-25,USD,YER,HODEIDAH,274.09,goldvision_synthetic,buy,both
2017-01-25,USD,YER,HODEIDAH,272.73,goldvision_synthetic,mid,both
2017-01-25,USD,YER,TAIZ,267.59,goldvision_synthetic,sell,both
2017-01-25,USD,YER,TAIZ,270.28,goldvision_synthetic,buy,both
2017-01-25,USD,YER,TAIZ,268.93,goldvision_synthetic,mid,both
2017-01-25,USD,YER,ADEN,268.69,goldvision_synthetic,sell,both
2017-01-25,USD,YER,ADEN,270.04,goldvision_synthetic,mid,both
2017-01-25,USD,YER,SANA,275.46,goldvision_synthetic,sell,both
2017-01-25,USD,YER,SANA,278.23,goldvision_synthetic,buy,both
2017-01-25,USD,YER,SANA,276.84,goldvision_synthetic,mid,both
2017-01-25,USD,YER,ADEN,271.39,goldvision_synthetic,buy,both
2017-01-26,USD,YER,TAIZ,256.38,goldvision_synthetic,buy,both
2017-01-26,USD,YER,HODEIDAH,252.21,goldvision_synthetic,buy,both
2017-01-26,USD,YER,HODEIDAH,250.96,goldvision_synthetic,mid,both
2017-01-26,USD,YER,TAIZ,253.83,goldvision_synthetic,sell,both
2017-01-26,USD,YER,TAIZ,255.11,goldvision_synthetic,mid,both
2017-01-26,USD,YER,HODEIDAH,249.7,goldvision_synthetic,sell,both
2017-01-26,USD,YER,ADEN,255.37,goldvision_synthetic,buy,both
2017-01-26,USD,YER,SANA,253.45,goldvision_synthetic,mid,both
2017-01-26,USD,YER,SANA,254.71,goldvision_synthetic,buy,both
2017-01-26,USD,YER,ADEN,252.82,goldvision_synthetic,sell,both
2017-01-26,USD,YER,ADEN,254.09,goldvision_synthetic,mid,both
2017-01-26,USD,YER,SANA,252.18,goldvision_synthetic,sell,both
2017-01-27,USD,YER,HODEIDAH,263.21,goldvision_synthetic,sell,both
2017-01-27,USD,YER,HODEIDAH,265.85,goldvision_synthetic,buy,both
2017-01-27,USD,YER,HODEIDAH,264.53,goldvision_synthetic,mid,both
2017-01-27,USD,YER,TAIZ,262.78,goldvision_synthetic,sell,both
2017-01-27,USD,YER,TAIZ,264.1,goldvision_synthetic,mid,both
2017-01-27,USD,YER,TAIZ,265.42,goldvision_synthetic,buy,both
2017-01-27,USD,YER,ADEN,270.51,goldvision_synthetic,buy,both
2017-01-27,USD,YER,ADEN,269.17,goldvision_synthetic,mid,both
2017-01-27,USD,YER,SANA,259.94,goldvision_synthetic,sell,both
2017-01-27,USD,YER,SANA,262.55,goldvision_synthetic,buy,both
2017-01-27,USD,YER,SANA,261.25,goldvision_synthetic,mid,both
2017-01-27,USD,YER,ADEN,267.82,goldvision_synthetic,sell,both
2017-01-28,USD,YER,HODEIDAH,282.56,goldvision_synthetic,sell,both
2017-01-28,USD,YER,HODEIDAH,285.4,goldvision_synthetic,buy,both
2017-01-28,USD,YER,HODEIDAH,283.98,goldvision_synthetic,mid,both
2017-01-28,USD,YER,TAIZ,279.74,goldvision_synthetic,sell,both
2017-01-28,USD,YER,TAIZ,282.56,goldvision_synthetic,buy,both
2017-01-28,USD,YER,TAIZ,281.15,goldvision_synthetic,mid,both
2017-01-28,USD,YER,ADEN,285.43,goldvision_synthetic,sell,both
2017-01-28,USD,YER,ADEN,286.86,goldvision_synthetic,mid,both
2017-01-28,USD,YER,SANA,281.88,goldvision_synthetic,sell,both
2017-01-28,USD,YER,SANA,284.71,goldvision_synthetic,buy,both
2017-01-28,USD,YER,SANA,283.3,goldvision_synthetic,mid,both
2017-01-28,USD,YER,ADEN,288.3,goldvision_synthetic,buy,both
2017-01-29,USD,YER,HODEIDAH,276.19,goldvision_synthetic,sell,both
2017-01-29,USD,YER,HODEIDAH,278.97,goldvision_synthetic,buy,both
2017-01-29,USD,YER,HODEIDAH,277.58,goldvision_synthetic,mid,both
2017-01-29,USD,YER,TAIZ,276.49,goldvision_synthetic,sell,both
2017-01-29,USD,YER,TAIZ,279.26,goldvision_synthetic,buy,both
2017-01-29,USD,YER,TAIZ,277.88,goldvision_synthetic,mid,both
2017-01-29,USD,YER,ADEN,280.07,goldvision_synthetic,sell,both
2017-01-29,USD,YER,ADEN,281.48,goldvision_synthetic,mid,both
2017-01-29,USD,YER,SANA,279.65,goldvision_synthetic,sell,both
2017-01-29,USD,YER,SANA,282.46,goldvision_synthetic,buy,both
2017-01-29,USD,YER,SANA,281.06,goldvision_synthetic,mid,both
2017-01-29,USD,YER,ADEN,282.88,goldvision_synthetic,buy,both
2017-01-30,USD,YER,TAIZ,290.77,goldvision_synthetic,buy,both
2017-01-30,USD,YER,HODEIDAH,286.12,goldvision_synthetic,buy,both
2017-01-30,USD,YER,HODEIDAH,284.7,goldvision_synthetic,mid,both
2017-01-30,USD,YER,TAIZ,287.88,goldvision_synthetic,sell,both
2017-01-30,USD,YER,TAIZ,289.32,goldvision_synthetic,mid,both
2017-01-30,USD,YER,HODEIDAH,283.28,goldvision_synthetic,sell,both
2017-01-30,USD,YER,ADEN,290.09,goldvision_synthetic,buy,both
2017-01-30,USD,YER,SANA,287.51,goldvision_synthetic,mid,both
2017-01-30,USD,YER,SANA,288.95,goldvision_synthetic,buy,both
2017-01-30,USD,YER,ADEN,287.21,goldvision_synthetic,sell,both
2017-01-30,USD,YER,ADEN,288.65,goldvision_synthetic,mid,both
2017-01-30,USD,YER,SANA,286.07,goldvision_synthetic,sell,both
2017-01-31,USD,YER,HODEIDAH,258.13,goldvision_synthetic,sell,both
2017-01-31,USD,YER,HODEIDAH,260.73,goldvision_synthetic,buy,both
2017-01-31,USD,YER,HODEIDAH,259.43,goldvision_synthetic,mid,both
2017-01-31,USD,YER,TAIZ,255.49,goldvision_synthetic,sell,both
2017-01-31,USD,YER,TAIZ,256.77,goldvision_synthetic,mid,both
2017-01-31,USD,YER,TAIZ,258.06,goldvision_synthetic,buy,both
2017-01-31,USD,YER,ADEN,265.04,goldvision_synthetic,buy,both
2017-01-31,USD,YER,ADEN,263.72,goldvision_synthetic,mid,both
2017-01-31,USD,YER,SANA,255.06,goldvision_synthetic,sell,both
2017-01-31,USD,YER,SANA,257.62,goldvision_synthetic,buy,both
2017-01-31,USD,YER,SANA,256.34,goldvision_synthetic,mid,both
2017-01-31,USD,YER,ADEN,262.41,goldvision_synthetic,sell,both
2017-02-01,USD,YER,HODEIDAH,279.24,goldvision_synthetic,sell,both
2017-02-01,USD,YER,HODEIDAH,282.05,goldvision_synthetic,buy,both
2017-02-01,USD,YER,HODEIDAH,280.64,goldvision_synthetic,mid,both
2017-02-01,USD,YER,TAIZ,274.21,goldvision_synthetic,sell,both
2017-02-01,USD,YER,TAIZ,275.59,goldvision_synthetic,mid,both
2017-02-01,USD,YER,TAIZ,276.97,goldvision_synthetic,buy,both
2017-02-01,USD,YER,ADEN,282.77,goldvision_synthetic,buy,both
2017-02-01,USD,YER,SANA,271.73,goldvision_synthetic,mid,both
2017-02-01,USD,YER,SANA,273.09,goldvision_synthetic,buy,both
2017-02-01,USD,YER,ADEN,279.95,goldvision_synthetic,sell,both
2017-02-01,USD,YER,ADEN,281.36,goldvision_synthetic,mid,both
2017-02-01,USD,YER,SANA,270.37,goldvision_synthetic,sell,both
2017-02-02,USD,YER,HODEIDAH,264.37,goldvision_synthetic,sell,both
2017-02-02,USD,YER,HODEIDAH,267.02,goldvision_synthetic,buy,both
2017-02-02,USD,YER,HODEIDAH,265.7,goldvision_synthetic,mid,both
2017-02-02,USD,YER,TAIZ,268.82,goldvision_synthetic,sell,both
2017-02-02,USD,YER,TAIZ,270.17,goldvision_synthetic,mid,both
2017-02-02,USD,YER,TAIZ,271.52,goldvision_synthetic,buy,both
2017-02-02,USD,YER,ADEN,271.62,goldvision_synthetic,buy,both
2017-02-02,USD,YER,ADEN,270.27,goldvision_synthetic,mid,both
2017-02-02,USD,YER,SANA,273.61,goldvision_synthetic,sell,both
2017-02-02,USD,YER,SANA,276.36,goldvision_synthetic,buy,both
2017-02-02,USD,YER,SANA,274.99,goldvision_synthetic,mid,both
2017-02-02,USD,YER,ADEN,268.92,goldvision_synthetic,sell,both
2017-02-03,USD,YER,HODEIDAH,281.8,goldvision_synthetic,sell,both
2017-02-03,USD,YER,HODEIDAH,284.63,goldvision_synthetic,buy,both
2017-02-03,USD,YER,HODEIDAH,283.21,goldvision_synthetic,mid,both
2017-02-03,USD,YER,TAIZ,284.57,goldvision_synthetic,sell,both
2017-02-03,USD,YER,TAIZ,287.43,goldvision_synthetic,buy,both
2017-02-03,USD,YER,TAIZ,286.0,goldvision_synthetic,mid,both
2017-02-03,USD,YER,ADEN,279.16,goldvision_synthetic,sell,both
2017-02-03,USD,YER,ADEN,280.56,goldvision_synthetic,mid,both
2017-02-03,USD,YER,SANA,285.48,goldvision_synthetic,mid,both
2017-02-03,USD,YER,ADEN,281.96,goldvision_synthetic,buy,both
2017-02-03,USD,YER,SANA,284.05,goldvision_synthetic,sell,both
2017-02-03,USD,YER,SANA,286.91,goldvision_synthetic,buy,both
2017-02-04,USD,YER,HODEIDAH,248.8,goldvision_synthetic,sell,both
2017-02-04,USD,YER,HODEIDAH,251.3,goldvision_synthetic,buy,both
2017-02-04,USD,YER,HODEIDAH,250.05,goldvision_synthetic,mid,both
2017-02-04,USD,YER,TAIZ,254.05,goldvision_synthetic,sell,both
2017-02-04,USD,YER,ADEN,247.37,goldvision_synthetic,sell,both
2017-02-04,USD,YER,TAIZ,256.61,goldvision_synthetic,buy,both
2017-02-04,USD,YER,ADEN,248.61,goldvision_synthetic,mid,both
2017-02-04,USD,YER,SANA,247.57,goldvision_synthetic,sell,both
2017-02-04,USD,YER,SANA,250.06,goldvision_synthetic,buy,both
2017-02-04,USD,YER,SANA,248.82,goldvision_synthetic,mid,both
2017-02-04,USD,YER,ADEN,249.85,goldvision_synthetic,buy,both
2017-02-04,USD,YER,TAIZ,255.33,goldvision_synthetic,mid,both
2017-02-05,USD,YER,TAIZ,288.96,goldvision_synthetic,mid,both
2017-02-05,USD,YER,HODEIDAH,285.41,goldvision_synthetic,sell,both
2017-02-05,USD,YER,HODEIDAH,288.28,goldvision_synthetic,buy,both
2017-02-05,USD,YER,HODEIDAH,286.85,goldvision_synthetic,mid,both
2017-02-05,USD,YER,TAIZ,287.52,goldvision_synthetic,sell,both
2017-02-05,USD,YER,TAIZ,290.41,goldvision_synthetic,buy,both
2017-02-05,USD,YER,ADEN,283.27,goldvision_synthetic,sell,both
2017-02-05,USD,YER,ADEN,284.69,goldvision_synthetic,mid,both
2017-02-05,USD,YER,SANA,290.31,goldvision_synthetic,sell,both
2017-02-05,USD,YER,SANA,293.23,goldvision_synthetic,buy,both
2017-02-05,USD,YER,SANA,291.77,goldvision_synthetic,mid,both
2017-02-05,USD,YER,ADEN,286.11,goldvision_synthetic,buy,both
2017-02-06,USD,YER,HODEIDAH,284.25,goldvision_synthetic,sell,both
2017-02-06,USD,YER,HODEIDAH,287.11,goldvision_synthetic,buy,both
2017-02-06,USD,YER,HODEIDAH,285.68,goldvision_synthetic,mid,both
2017-02-06,USD,YER,TAIZ,284.49,goldvision_synthetic,sell,both
2017-02-06,USD,YER,TAIZ,287.35,goldvision_synthetic,buy,both
2017-02-06,USD,YER,TAIZ,285.92,goldvision_synthetic,mid,both
2017-02-06,USD,YER,ADEN,280.67,goldvision_synthetic,sell,both
2017-02-06,USD,YER,ADEN,282.08,goldvision_synthetic,mid,both
2017-02-06,USD,YER,SANA,285.08,goldvision_synthetic,sell,both
2017-02-06,USD,YER,SANA,287.95,goldvision_synthetic,buy,both
2017-02-06,USD,YER,SANA,286.52,goldvision_synthetic,mid,both
2017-02-06,USD,YER,ADEN,283.49,goldvision_synthetic,buy,both
2017-02-07,USD,YER,TAIZ,272.03,goldvision_synthetic,sell,both
2017-02-07,USD,YER,HODEIDAH,276.0,goldvision_synthetic,sell,both
2017-02-07,USD,YER,HODEIDAH,278.78,goldvision_synthetic,buy,both
2017-02-07,USD,YER,HODEIDAH,277.39,goldvision_synthetic,mid,both
2017-02-07,USD,YER,TAIZ,273.4,goldvision_synthetic,mid,both
2017-02-07,USD,YER,TAIZ,274.76,goldvision_synthetic,buy,both
2017-02-07,USD,YER,ADEN,273.39,goldvision_synthetic,buy,both
2017-02-07,USD,YER,ADEN,270.67,goldvision_synthetic,sell,both
2017-02-07,USD,YER,ADEN,272.03,goldvision_synthetic,mid,both
2017-02-07,USD,YER,SANA,275.51,goldvision_synthetic,sell,both
2017-02-07,USD,YER,SANA,278.28,goldvision_synthetic,buy,both
2017-02-07,USD,YER,SANA,276.89,goldvision_synthetic,mid,both
2017-02-08,USD,YER,HODEIDAH,258.8,goldvision_synthetic,buy,both
2017-02-08,USD,YER,HODEIDAH,257.51,goldvision_synthetic,mid,both
2017-02-08,USD,YER,TAIZ,251.37,goldvision_synthetic,sell,both
2017-02-08,USD,YER,TAIZ,253.89,goldvision_synthetic,buy,both
2017-02-08,USD,YER,TAIZ,252.63,goldvision_synthetic,mid,both
2017-02-08,USD,YER,HODEIDAH,256.23,goldvision_synthetic,sell,both
2017-02-08,USD,YER,ADEN,255.95,goldvision_synthetic,buy,both
2017-02-08,USD,YER,ADEN,254.68,goldvision_synthetic,mid,both
2017-02-08,USD,YER,SANA,252.97,goldvision_synthetic,sell,both
2017-02-08,USD,YER,SANA,255.52,goldvision_synthetic,buy,both
2017-02-08,USD,YER,SANA,254.25,goldvision_synthetic,mid,both
2017-02-08,USD,YER,ADEN,253.41,goldvision_synthetic,sell,both
2017-02-09,USD,YER,HODEIDAH,282.06,goldvision_synthetic,sell,both
2017-02-09,USD,YER,HODEIDAH,284.89,goldvision_synthetic,buy,both
2017-02-09,USD,YER,HODEIDAH,283.47,goldvision_synthetic,mid,both
2017-02-09,USD,YER,TAIZ,279.17,goldvision_synthetic,sell,both
2017-02-09,USD,YER,TAIZ,281.98,goldvision_synthetic,buy,both
2017-02-09,USD,YER,TAIZ,280.58,goldvision_synthetic,mid,both
2017-02-09,USD,YER,ADEN,283.1,goldvision_synthetic,sell,both
2017-02-09,USD,YER,ADEN,284.52,goldvision_synthetic,mid,both
2017-02-09,USD,YER,SANA,282.48,goldvision_synthetic,sell,both
2017-02-09,USD,YER,SANA,285.32,goldvision_synthetic,buy,both
2017-02-09,USD,YER,SANA,283.9,goldvision_synthetic,mid,both
2017-02-09,USD,YER,ADEN,285.95,goldvision_synthetic,buy,both
2017-02-10,USD,YER,TAIZ,272.51,goldvision_synthetic,buy,both
2017-02-10,USD,YER,HODEIDAH,273.65,goldvision_synthetic,buy,both
2017-02-10,USD,YER,HODEIDAH,272.29,goldvision_synthetic,mid,both
2017-02-10,USD,YER,TAIZ,269.8,goldvision_synthetic,sell,both
2017-02-10,USD,YER,TAIZ,271.15,goldvision_synthetic,mid,both
2017-02-10,USD,YER,HODEIDAH,270.93,goldvision_synthetic,sell,both
2017-02-10,USD,YER,ADEN,275.53,goldvision_synthetic,buy,both
2017-02-10,USD,YER,SANA,266.66,goldvision_synthetic,mid,both
2017-02-10,USD,YER,SANA,267.99,goldvision_synthetic,buy,both
2017-02-10,USD,YER,ADEN,272.79,goldvision_synthetic,sell,both
2017-02-10,USD,YER,ADEN,274.16,goldvision_synthetic,mid,both
2017-02-10,USD,YER,SANA,265.32,goldvision_synthetic,sell,both
2017-02-11,USD,YER,HODEIDAH,263.51,goldvision_synthetic,sell,both
2017-02-11,USD,YER,HODEIDAH,266.16,goldvision_synthetic,buy,both
2017-02-11,USD,YER,HODEIDAH,264.84,goldvision_synthetic,mid,both
2017-02-11,USD,YER,TAIZ,268.89,goldvision_synthetic,sell,both
2017-02-11,USD,YER,TAIZ,270.24,goldvision_synthetic,mid,both
2017-02-11,USD,YER,TAIZ,271.59,goldvision_synthetic,buy,both
2017-02-11,USD,YER,ADEN,266.64,goldvision_synthetic,buy,both
2017-02-11,USD,YER,ADEN,265.32,goldvision_synthetic,mid,both
2017-02-11,USD,YER,SANA,262.06,goldvision_synthetic,sell,both
2017-02-11,USD,YER,SANA,264.69,goldvision_synthetic,buy,both
2017-02-11,USD,YER,SANA,263.37,goldvision_synthetic,mid,both
2017-02-11,USD,YER,ADEN,263.99,goldvision_synthetic,sell,both
2017-02-12,USD,YER,HODEIDAH,293.17,goldvision_synthetic,sell,both
2017-02-12,USD,YER,HODEIDAH,296.12,goldvision_synthetic,buy,both
2017-02-12,USD,YER,HODEIDAH,294.65,goldvision_synthetic,mid,both
2017-02-12,USD,YER,TAIZ,293.95,goldvision_synthetic,sell,both
2017-02-12,USD,YER,TAIZ,296.9,goldvision_synthetic,buy,both
2017-02-12,USD,YER,TAIZ,295.43,goldvision_synthetic,mid,both
2017-02-12,USD,YER,ADEN,292.95,goldvision_synthetic,sell,both
2017-02-12,USD,YER,ADEN,294.42,goldvision_synthetic,mid,both
2017-02-12,USD,YER,SANA,292.77,goldvision_synthetic,sell,both
2017-02-12,USD,YER,SANA,295.72,goldvision_synthetic,buy,both
2017-02-12,USD,YER,SANA,294.24,goldvision_synthetic,mid,both
2017-02-12,USD,YER,ADEN,295.89,goldvision_synthetic,buy,both
2017-02-13,USD,YER,HODEIDAH,289.25,goldvision_synthetic,sell,both
2017-02-13,USD,YER,HODEIDAH,292.16,goldvision_synthetic,buy,both
2017-02-13,USD,YER,HODEIDAH,290.71,goldvision_synthetic,mid,both
2017-02-13,USD,YER,TAIZ,280.76,goldvision_synthetic,sell,both
2017-02-13,USD,YER,TAIZ,283.59,goldvision_synthetic,buy,both
2017-02-13,USD,YER,TAIZ,282.17,goldvision_synthetic,mid,both
2017-02-13,USD,YER,ADEN,283.68,goldvision_synthetic,sell,both
2017-02-13,USD,YER,ADEN,285.1,goldvision_synthetic,mid,both
2017-02-13,USD,YER,SANA,282.71,goldvision_synthetic,sell,both
2017-02-13,USD,YER,SANA,285.55,goldvision_synthetic,buy,both
2017-02-13,USD,YER,SANA,284.13,goldvision_synthetic,mid,both
2017-02-13,USD,YER,ADEN,286.53,goldvision_synthetic,buy,both
2017-02-14,USD,YER,TAIZ,274.48,goldvision_synthetic,buy,both
2017-02-14,USD,YER,HODEIDAH,267.5,goldvision_synthetic,buy,both
2017-02-14,USD,YER,HODEIDAH,266.17,goldvision_synthetic,mid,both
2017-02-14,USD,YER,TAIZ,271.75,goldvision_synthetic,sell,both
2017-02-14,USD,YER,TAIZ,273.12,goldvision_synthetic,mid,both
2017-02-14,USD,YER,HODEIDAH,264.84,goldvision_synthetic,sell,both
2017-02-14,USD,YER,ADEN,266.29,goldvision_synthetic,buy,both
2017-02-14,USD,YER,SANA,265.13,goldvision_synthetic,mid,both
2017-02-14,USD,YER,SANA,266.46,goldvision_synthetic,buy,both
2017-02-14,USD,YER,ADEN,263.64,goldvision_synthetic,sell,both
2017-02-14,USD,YER,ADEN,264.97,goldvision_synthetic,mid,both
2017-02-14,USD,YER,SANA,263.81,goldvision_synthetic,sell,both
2017-02-15,USD,YER,HODEIDAH,252.26,goldvision_synthetic,sell,both
2017-02-15,USD,YER,HODEIDAH,254.79,goldvision_synthetic,buy,both
2017-02-15,USD,YER,HODEIDAH,253.53,goldvision_synthetic,mid,both
2017-02-15,USD,YER,TAIZ,254.42,goldvision_synthetic,sell,both
2017-02-15,USD,YER,TAIZ,255.7,goldvision_synthetic,mid,both
2017-02-15,USD,YER,TAIZ,256.98,goldvision_synthetic,buy,both
2017-02-15,USD,YER,ADEN,264.39,goldvision_synthetic,buy,both
2017-02-15,USD,YER,ADEN,263.08,goldvision_synthetic,mid,both
2017-02-15,USD,YER,SANA,258.47,goldvision_synthetic,sell,both
2017-02-15,USD,YER,SANA,261.07,goldvision_synthetic,buy,both
2017-02-15,USD,YER,SANA,259.77,goldvision_synthetic,mid,both
2017-02-15,USD,YER,ADEN,261.76,goldvision_synthetic,sell,both
2017-02-16,USD,YER,HODEIDAH,250.9,goldvision_synthetic,sell,both
2017-02-16,USD,YER,HODEIDAH,253.42,goldvision_synthetic,buy,both
2017-02-16,USD,YER,HODEIDAH,252.16,goldvision_synthetic,mid,both
2017-02-16,USD,YER,TAIZ,252.83,goldvision_synthetic,sell,both
2017-02-16,USD,YER,TAIZ,254.1,goldvision_synthetic,mid,both
2017-02-16,USD,YER,TAIZ,255.38,goldvision_synthetic,buy,both
2017-02-16,USD,YER,ADEN,261.99,goldvision_synthetic,buy,both
2017-02-16,USD,YER,SANA,254.0,goldvision_synthetic,mid,both
2017-02-16,USD,YER,SANA,255.27,goldvision_synthetic,buy,both
2017-02-16,USD,YER,ADEN,259.38,goldvision_synthetic,sell,both
2017-02-16,USD,YER,ADEN,260.69,goldvision_synthetic,mid,both
2017-02-16,USD,YER,SANA,252.73,goldvision_synthetic,sell,both
2017-02-17,USD,YER,HODEIDAH,258.82,goldvision_synthetic,sell,both
2017-02-17,USD,YER,HODEIDAH,261.43,goldvision_synthetic,buy,both
2017-02-17,USD,YER,HODEIDAH,260.13,goldvision_synthetic,mid,both
2017-02-17,USD,YER,TAIZ,258.43,goldvision_synthetic,sell,both
2017-02-17,USD,YER,TAIZ,259.73,goldvision_synthetic,mid,both
2017-02-17,USD,YER,TAIZ,261.03,goldvision_synthetic,buy,both
2017-02-17,USD,YER,ADEN,260.47,goldvision_synthetic,buy,both
2017-02-17,USD,YER,ADEN,259.18,goldvision_synthetic,mid,both
2017-02-17,USD,YER,SANA,250.72,goldvision_synthetic,sell,both
2017-02-17,USD,YER,SANA,253.24,goldvision_synthetic,buy,both
2017-02-17,USD,YER,SANA,251.98,goldvision_synthetic,mid,both
2017-02-17,USD,YER,ADEN,257.88,goldvision_synthetic,sell,both
2017-02-18,USD,YER,HODEIDAH,257.6,goldvision_synthetic,sell,both
2017-02-18,USD,YER,HODEIDAH,260.19,goldvision_synthetic,buy,both
2017-02-18,USD,YER,HODEIDAH,258.9,goldvision_synthetic,mid,both
2017-02-18,USD,YER,TAIZ,257.85,goldvision_synthetic,sell,both
2017-02-18,USD,YER,TAIZ,260.44,goldvision_synthetic,buy,both
2017-02-18,USD,YER,TAIZ,259.15,goldvision_synthetic,mid,both
2017-02-18,USD,YER,ADEN,262.95,goldvision_synthetic,sell,both
2017-02-18,USD,YER,ADEN,264.27,goldvision_synthetic,mid,both
2017-02-18,USD,YER,SANA,254.93,goldvision_synthetic,mid,both
2017-02-18,USD,YER,ADEN,265.59,goldvision_synthetic,buy,both
2017-02-18,USD,YER,SANA,253.66,goldvision_synthetic,sell,both
2017-02-18,USD,YER,SANA,256.21,goldvision_synthetic,buy,both
2017-02-19,USD,YER,HODEIDAH,284.47,goldvision_synthetic,sell,both
2017-02-19,USD,YER,HODEIDAH,287.33,goldvision_synthetic,buy,both
2017-02-19,USD,YER,HODEIDAH,285.9,goldvision_synthetic,mid,both
2017-02-19,USD,YER,TAIZ,288.67,goldvision_synthetic,sell,both
2017-02-19,USD,YER,ADEN,287.04,goldvision_synthetic,sell,both
2017-02-19,USD,YER,TAIZ,291.57,goldvision_synthetic,buy,both
2017-02-19,USD,YER,ADEN,288.49,goldvision_synthetic,mid,both
2017-02-19,USD,YER,SANA,288.48,goldvision_synthetic,sell,both
2017-02-19,USD,YER,SANA,291.38,goldvision_synthetic,buy,both
2017-02-19,USD,YER,SANA,289.93,goldvision_synthetic,mid,both
2017-02-19,USD,YER,ADEN,289.93,goldvision_synthetic,buy,both
2017-02-19,USD,YER,TAIZ,290.12,goldvision_synthetic,mid,both
2017-02-20,USD,YER,TAIZ,274.53,goldvision_synthetic,mid,both
2017-02-20,USD,YER,HODEIDAH,272.58,goldvision_synthetic,sell,both
2017-02-20,USD,YER,HODEIDAH,275.32,goldvision_synthetic,buy,both
2017-02-20,USD,YER,HODEIDAH,273.95,goldvision_synthetic,mid,both
2017-02-20,USD,YER,TAIZ,273.16,goldvision_synthetic,sell,both
2017-02-20,USD,YER,TAIZ,275.91,goldvision_synthetic,buy,both
2017-02-20,USD,YER,ADEN,270.92,goldvision_synthetic,sell,both
2017-02-20,USD,YER,ADEN,272.28,goldvision_synthetic,mid,both
2017-02-20,USD,YER,SANA,274.95,goldvision_synthetic,sell,both
2017-02-20,USD,YER,SANA,277.71,goldvision_synthetic,buy,both
2017-02-20,USD,YER,SANA,276.33,goldvision_synthetic,mid,both
2017-02-20,USD,YER,ADEN,273.64,goldvision_synthetic,buy,both
2017-02-21,USD,YER,HODEIDAH,295.59,goldvision_synthetic,sell,both
2017-02-21,USD,YER,HODEIDAH,298.56,goldvision_synthetic,buy,both
2017-02-21,USD,YER,HODEIDAH,297.07,goldvision_synthetic,mid,both
2017-02-21,USD,YER,TAIZ,289.21,goldvision_synthetic,sell,both
2017-02-21,USD,YER,TAIZ,292.12,goldvision_synthetic,buy,both
2017-02-21,USD,YER,TAIZ,290.67,goldvision_synthetic,mid,both
2017-02-21,USD,YER,ADEN,290.98,goldvision_synthetic,sell,both
2017-02-21,USD,YER,ADEN,292.44,goldvision_synthetic,mid,both
2017-02-21,USD,YER,SANA,294.17,goldvision_synthetic,sell,both
2017-02-21,USD,YER,SANA,297.13,goldvision_synthetic,buy,both
2017-02-21,USD,YER,SANA,295.65,goldvision_synthetic,mid,both
2017-02-21,USD,YER,ADEN,293.9,goldvision_synthetic,buy,both
2017-02-22,USD,YER,TAIZ,279.54,goldvision_synthetic,buy,both
2017-02-22,USD,YER,HODEIDAH,280.32,goldvision_synthetic,buy,both
2017-02-22,USD,YER,HODEIDAH,278.92,goldvision_synthetic,mid,both
2017-02-22,USD,YER,TAIZ,276.76,goldvision_synthetic,sell,both
2017-02-22,USD,YER,TAIZ,278.15,goldvision_synthetic,mid,both
2017-02-22,USD,YER,HODEIDAH,277.53,goldvision_synthetic,sell,both
